asin,product_title,product_price,product_original_price,currency,product_star_rating,product_num_ratings,product_url,product_photo,product_num_offers,product_minimum_offer_price,is_best_seller,is_amazon_choice,is_prime,product_availability,climate_pledge_friendly,sales_volume,delivery,has_variations,unit_price,unit_count,coupon_text
B096T56NRH,"Samsung Galaxy S21 Ultra 5G, US Version, 256GB, Phantom Black - Unlocked (Renewed)",$358.99,,USD,4.1,855,https://www.amazon.com/dp/B096T56NRH,https://m.media-amazon.com/images/I/61dlAm9BpqL._AC_UY654_FMwebp_QL65_.jpg,14,$283.95,False,False,True,Only 8 left in stock - order soon.,True,200+ bought in past month,"FREE delivery Tue, Sep 24 Only 8 left in stock - order soon.",False,,,
B08PNCYYVZ,"Apple iPhone 12, 128GB, Black - Fully Unlocked (Renewed)",$287.30,$314.99,USD,4.1,25638,https://www.amazon.com/dp/B08PNCYYVZ,https://m.media-amazon.com/images/I/41bIlvE1rdL._AC_UY654_FMwebp_QL65_.jpg,20,$284.92,True,False,False,Only 1 left in stock - order soon.,False,2K+ bought in past month,FREE delivery Sep 24 - 26 Only 1 left in stock - order soon.,True,,,
B0CMDLJR6K,"SAMSUNG Galaxy S24 Cell Phone, 256GB AI Smartphone, Unlocked Android, 50MP Camera, Fastest Processor, Long Battery Life, US Version, 2024, Marble Gray",,,,4.4,424,https://www.amazon.com/dp/B0CMDLJR6K,https://m.media-amazon.com/images/I/71n6yF1SA4L._AC_UY654_FMwebp_QL65_.jpg,1,,False,False,True,,True,200+ bought in past month,"FREE delivery Thu, Sep 26",False,,,
B0DC6L8DXL,"SPIDERCASE Magnetic for iPhone 16 Plus Case,with 2 Pcs [Tempered Glass Screen Protector] Translucent Matte Back Slim Shockproof Protective Phone Case for iPhone 16 Plus 6.7&#x27;&#x27;,Black",$9.99,$19.99,USD,4.3,158,https://www.amazon.com/dp/B0DC6L8DXL,https://m.media-amazon.com/images/I/612mbnjwJFL._AC_UY654_FMwebp_QL65_.jpg,1,$9.99,False,False,True,,False,100+ bought in past month,"FREE delivery Tue, Sep 24 on $35 of items shipped by Amazon",False,,,Save 10% with coupon
B0BTFHM2GZ,"Panasonic Cordless Phone with Advanced Call Block, Link2Cell Bluetooth, One-Ring Scam Alert, and 2-Way Recording with Answering Machine, 5 Handsets - KX-TGF975B (Black with Silver Trim)",$159.99,$179.99,USD,4.3,1325,https://www.amazon.com/dp/B0BTFHM2GZ,https://m.media-amazon.com/images/I/71GFOQskU-L._AC_UY654_FMwebp_QL65_.jpg,3,$98.03,False,False,True,,False,1K+ bought in past month,"FREE delivery Tue, Sep 24",False,,,
B09LNT1F3H,"Apple iPhone 13, 128GB, Red - Unlocked (Renewed)",$422.00,,USD,4.1,12051,https://www.amazon.com/dp/B09LNT1F3H,https://m.media-amazon.com/images/I/71EvexPYtWL._AC_UY654_FMwebp_QL65_.jpg,29,$305.96,False,False,False,,True,500+ bought in past month,"FREE delivery Tomorrow, Sep 20",True,,,
B08WHKF6RJ,"Samsung Galaxy S21+ 5G, US Version, 128GB, Phantom Black - Unlocked (Renewed)",$229.95,,USD,4.1,2069,https://www.amazon.com/dp/B08WHKF6RJ,https://m.media-amazon.com/images/I/61-QMCHyUES._AC_UY654_FMwebp_QL65_.jpg,39,$179.00,False,False,True,,True,1K+ bought in past month,"FREE delivery Wed, Sep 25",False,,,
B08HH2LBHF,"Samsung Galaxy S20 Ultra, 128GB, Cosmic Black - Fully Unlocked (Renewed)",$249.95,,USD,3.9,2074,https://www.amazon.com/dp/B08HH2LBHF,https://m.media-amazon.com/images/I/612IsCbjo5L._AC_UY654_FMwebp_QL65_.jpg,25,$224.93,False,False,False,Only 4 left in stock - order soon.,True,400+ bought in past month,"FREE delivery Sat, Sep 21 Only 4 left in stock - order soon.",False,,,
B0CV4NH5T9,"SAMSUNG Galaxy A35 5G A Series Cell Phone, 128GB Unlocked Android Smartphone, AMOLED Display, Advanced Triple Camera System, Expandable Storage, Rugged Design, US Version, 2024, Awesome Lilac",$349.99,$399.99,USD,4.4,266,https://www.amazon.com/dp/B0CV4NH5T9,https://m.media-amazon.com/images/I/71hvjmD42tL._AC_UY654_FMwebp_QL65_.jpg,3,$313.91,False,False,True,,True,500+ bought in past month,"FREE delivery Tue, Sep 24",True,,,
B09BTB5MKT,Motorola Moto G Pure | 2021 | 2-Day battery | Unlocked | Made for US by Motorola | 3/32GB | 13MP Camera | Deep Indigo,$98.93,$159.99,USD,4.1,2079,https://www.amazon.com/dp/B09BTB5MKT,https://m.media-amazon.com/images/I/61voYsPhFTL._AC_UY654_FMwebp_QL65_.jpg,7,$80.04,False,False,True,,False,300+ bought in past month,"FREE delivery Wed, Sep 25",True,,,
B0BV5SV5HL,Samsung Galaxy S23 Ultra 5G SM-S918B/DS Dual SIM 256GB ROM 8GB RAM GSM Factory Unlocked Global Model (Mobile Cell Phone) (Phantom Green),$799.99,$859.99,USD,4.4,380,https://www.amazon.com/dp/B0BV5SV5HL,https://m.media-amazon.com/images/I/51mXHdm9jHL._AC_UY654_FMwebp_QL65_.jpg,11,$759.50,False,False,False,,False,400+ bought in past month,"FREE delivery Sat, Sep 21 Or fastest delivery Tomorrow, Sep 20",False,,,
B09LKXHWCF,"Apple iPhone 13 Mini, 128GB, Blue - Unlocked (Renewed)",$355.81,$415.00,USD,4.1,4265,https://www.amazon.com/dp/B09LKXHWCF,https://m.media-amazon.com/images/I/71uVYy3PbCL._AC_UY654_FMwebp_QL65_.jpg,20,$303.99,False,False,False,,True,500+ bought in past month,"FREE delivery Tomorrow, Sep 20",True,,,
B092NTYZ78,"Panasonic Compact Cordless Phone with DECT 6.0, 1.6&quot; Amber LCD and Illuminated HS Keypad, Call Block, Caller ID, Multiple Display Languages - 1 Handset - KX-TGB810S (Black/Silver)",$19.89,$24.99,USD,4.2,5617,https://www.amazon.com/dp/B092NTYZ78,https://m.media-amazon.com/images/I/81k6vcykYYL._AC_UY654_FMwebp_QL65_.jpg,3,$12.14,False,False,True,,False,1K+ bought in past month,"FREE delivery Tue, Sep 24 on $35 of items shipped by Amazon",False,,,
B07P6Y7954,"Apple iPhone XR, 64GB, Black - Unlocked (Renewed)",$187.00,,USD,4.4,64977,https://www.amazon.com/dp/B07P6Y7954,https://m.media-amazon.com/images/I/717KHGCJ6eL._AC_UY654_FMwebp_QL65_.jpg,22,$155.99,False,False,False,,True,2K+ bought in past month,"FREE delivery Tomorrow, Sep 20",True,,,
B09V5LDZQ4,"Samsung Galaxy S22 Smartphone, Factory Unlocked Android Cell Phone, 128GB, 8K Camera &amp; Video, Brightest Display, Long Battery Life, Fast 4nm Processor, US Version, Phantom Black (Renewed)",$225.62,$379.99,USD,4,1980,https://www.amazon.com/dp/B09V5LDZQ4,https://m.media-amazon.com/images/I/61kfOWlQLsL._AC_UY654_FMwebp_QL65_.jpg,38,$204.00,False,False,False,Only 11 left in stock - order soon.,False,2K+ bought in past month,"FREE delivery Fri, Sep 27 Or fastest delivery Tomorrow, Sep 20 Only 11 left in stock - order soon.",True,,,
B0CQ9SZJN6,"OnePlus 12R, 16GB RAM+256GB, Dual-SIM, US Factory Unlocked Android Smartphone, 5500 mAh Battery, 50MP Camera, 80W Fast Charging, 2024, Iron Gray",$549.99,$599.99,USD,4.4,397,https://www.amazon.com/dp/B0CQ9SZJN6,https://m.media-amazon.com/images/I/71xMs88FYbL._AC_UY654_FMwebp_QL65_.jpg,2,$493.11,False,False,True,,False,400+ bought in past month,"FREE delivery Tue, Sep 24",True,,,
B09SNPBN6B,Moto G Power | 2022 | 3-Day Battery | Unlocked | Made for US by Motorola | 4/64GB | 50 MP Camera | Dark Grove,$179.99,$199.99,USD,4.2,10670,https://www.amazon.com/dp/B09SNPBN6B,https://m.media-amazon.com/images/I/61fqyGld2tL._AC_UY654_FMwebp_QL65_.jpg,6,$79.79,False,False,True,Only 17 left in stock - order soon.,False,List: ,"FREE delivery Tue, Sep 24 Only 17 left in stock - order soon.",True,,,
B09LG4PSB6,Samsung Galaxy S20 FE 5G 128GB Blue Verizon (Renewed),$152.93,$478.98,USD,4.1,1184,https://www.amazon.com/dp/B09LG4PSB6,https://m.media-amazon.com/images/I/61WeLSi+UiL._AC_UY654_FMwebp_QL65_.jpg,31,$133.99,False,False,False,Only 20 left in stock - order soon.,True,500+ bought in past month,FREE delivery Sep 23 - 24 Only 20 left in stock - order soon.,True,,,
B0CSB1GX4H,Samsung Galaxy A15 A155M 128GB Dual-SIM GSM Unlocked Android Smartphone (Latin America Version) - Yellow,$133.00,,USD,4.2,269,https://www.amazon.com/dp/B0CSB1GX4H,https://m.media-amazon.com/images/I/51rK-Be8dxL._AC_UY654_FMwebp_QL65_.jpg,16,$119.50,False,False,True,,False,500+ bought in past month,"FREE delivery Tue, Sep 24",False,,,
B0BLZN9NDG,"SAMSUNG,Galaxy A04e (SM-A042M/DS) Dual SIM 32GB,6.5&#x27;&#x27; GSM Unlocked,International Version-Black",$88.99,$105.00,USD,3.8,700,https://www.amazon.com/dp/B0BLZN9NDG,https://m.media-amazon.com/images/I/71O2YkTlq-L._AC_UY654_FMwebp_QL65_.jpg,10,$70.00,False,False,True,,False,500+ bought in past month,"FREE delivery Tue, Sep 24",True,,,
B079Z792J7,Motorola G6 – 32 GB – Unlocked (AT&amp;T/Sprint/T-Mobile/Verizon) – Black - (U.S. Warranty) - PAAE0000US,$69.72,,USD,4.2,2049,https://www.amazon.com/dp/B079Z792J7,https://m.media-amazon.com/images/I/51yza13BaYL._AC_UY654_FMwebp_QL65_.jpg,3,$59.95,False,False,True,,False,200+ bought in past month,"FREE delivery Tue, Sep 24",True,,,
B08WF93R89,"Samsung Galaxy S21 5G, US Version, 256GB, Phantom Gray - Unlocked (Renewed)",$238.99,$849.99,USD,4,1038,https://www.amazon.com/dp/B08WF93R89,https://m.media-amazon.com/images/I/61jYjeuNUnL._AC_UY654_FMwebp_QL65_.jpg,15,$164.99,False,False,False,Only 2 left in stock - order soon.,True,400+ bought in past month,FREE delivery Sep 23 - 25 Only 2 left in stock - order soon.,True,,,
B09XP9FX25,"Samsung Galaxy A53 5G A Series Cell Phone, Factory Unlocked Android Smartphone, 128GB, 6.5” FHD Super AMOLED Screen, Long Battery Life, US Version, Black (Renewed)",$169.99,$189.00,USD,3.9,411,https://www.amazon.com/dp/B09XP9FX25,https://m.media-amazon.com/images/I/61uAwNHHgaL._AC_UY654_FMwebp_QL65_.jpg,14,$127.16,False,False,False,Only 3 left in stock - order soon.,False,200+ bought in past month,"FREE delivery Sat, Sep 21 Or fastest delivery Tomorrow, Sep 20 Only 3 left in stock - order soon.",False,,,
B0991J62ZY,"Samsung Galaxy A12 (32GB, 3GB) 6.5&quot; HD+, Quad Camera, 5000mAh Battery, Global 4G Volte (AT&amp;T Unlocked for T-Mobile, Verizon, Metro) A125U (Black) (Renewed)",$85.99,,USD,3.8,1684,https://www.amazon.com/dp/B0991J62ZY,https://m.media-amazon.com/images/I/81hi9HbzbxL._AC_UY654_FMwebp_QL65_.jpg,29,$74.74,False,False,False,Only 15 left in stock - order soon.,True,1K+ bought in past month,"FREE delivery Sat, Sep 21 Or fastest delivery Tomorrow, Sep 20 Only 15 left in stock - order soon.",True,,,
B0BDP9S53V,SAMSUNG S21 FE 128GB GRAY TMOBILE (Renewed),$169.99,$188.00,USD,4,131,https://www.amazon.com/dp/B0BDP9S53V,https://m.media-amazon.com/images/I/61yT9BiNcvL._AC_UY654_FMwebp_QL65_.jpg,19,$162.82,False,False,False,,False,50+ bought in past month,FREE delivery,True,,,
B07T1LXD8P,"Apple iPhone XR, Fully Unlocked, 64 GB - Black (Renewed)",$187.00,,USD,4.3,383,https://www.amazon.com/dp/B07T1LXD8P,https://m.media-amazon.com/images/I/51SR2p4b7iL._AC_UY654_FMwebp_QL65_.jpg,8,$169.99,False,False,False,,True,500+ bought in past month,"FREE delivery Tomorrow, Sep 20",False,,,
B0CQ5C2274,"Samsung Galaxy A15 (SM-A155F/DSN), 128GB 4GB RAM, Dual SIM, Factory Unlocked GSM, International Version (Wall Charger Bundle) (Blue Black)",$142.49,,USD,4.1,1686,https://www.amazon.com/dp/B0CQ5C2274,https://m.media-amazon.com/images/I/61isHdQ+TDL._AC_UY654_FMwebp_QL65_.jpg,6,$99.50,False,False,True,,False,400+ bought in past month,"FREE delivery Tue, Sep 24",False,,,
B0CSGK59ZB,"Panasonic Corded/Cordless Phone with Advanced Call Block, 2-Way Recording and Digital Answering Machine, 2 Handsets Expandable up to 6 Cordless Handsets - KX-TGF852B (Black)",$99.99,,USD,4.4,131,https://www.amazon.com/dp/B0CSGK59ZB,https://m.media-amazon.com/images/I/81ngV9Xg7hL._AC_UY654_FMwebp_QL65_.jpg,4,$74.99,False,False,True,,False,600+ bought in past month,"FREE delivery Tue, Sep 24",False,,,
B07C4WX72D,"VTech SN5147 Amplified Corded/Cordless Senior Phone with Answering Machine, Call Blocking, 90dB Extra-loud Visual Ringer, One-touch Audio Assist on Handset up to 50dB, White",$63.98,$109.95,USD,4,6350,https://www.amazon.com/dp/B07C4WX72D,https://m.media-amazon.com/images/I/810B60xSc4L._AC_UY654_FMwebp_QL65_.jpg,23,$29.95,False,False,False,Only 10 left in stock - order soon.,False,1K+ bought in past month,FREE deliveryOnly 10 left in stock - order soon.,False,,,
B09Z8P34NM,"SAMSUNG Galaxy A13 LTE, Factory Unlocked Smartphone, Android Cell Phone, Water Resistant, 50MP Camera, US Version, 32GB, Black (Renewed)",$89.55,,USD,4,557,https://www.amazon.com/dp/B09Z8P34NM,https://m.media-amazon.com/images/I/61IX+1qw35L._AC_UY654_FMwebp_QL65_.jpg,26,$81.40,False,False,False,Only 1 left in stock - order soon.,False,1K+ bought in past month,FREE delivery Sep 20 - 23 Only 1 left in stock - order soon.,False,,,
B0CYQ916ZY,"Google Pixel 8a - Unlocked Android Phone with Google AI, Advanced Pixel Camera and 24-Hour Battery - Obsidian - 128 GB",$399.00,$499.00,USD,4.2,400,https://www.amazon.com/dp/B0CYQ916ZY,https://m.media-amazon.com/images/I/71n1Bn04lJL._AC_UY654_FMwebp_QL65_.jpg,2,$383.04,False,False,True,,True,1K+ bought in past month,"FREE delivery Tue, Sep 24",True,,,
B07WRDT6DS,"Motorola O212 DECT 6.0 Long Range Cordless Phone - Wireless Phones for Home &amp; Office Phone with Answering Machine - Indoors and Outdoors, Water &amp; Dust Resistant, IP67 Certified - Black, 2 Handsets",$129.95,,USD,4,501,https://www.amazon.com/dp/B07WRDT6DS,https://m.media-amazon.com/images/I/61fp2EUHoBL._AC_UY654_FMwebp_QL65_.jpg,1,$129.95,False,False,True,,False,100+ bought in past month,"FREE delivery Tue, Sep 24",False,,,
B0CRFB8HW4,"SAMSUNG Galaxy A05 (128GB, 4GB) 6.7&quot; Dual SIM Fully Unlocked Global 4G LTE A055M/DS (Black)",$111.07,$119.99,USD,4,101,https://www.amazon.com/dp/B0CRFB8HW4,https://m.media-amazon.com/images/I/61UjBLFlH2L._AC_UY654_FMwebp_QL65_.jpg,10,$94.76,False,False,True,,False,500+ bought in past month,"FREE delivery Wed, Sep 25",True,,,
B09D2ZJLLV,Panasonic KX-TG994 DECT 6.0 Bluetooth 4-Handset Phone Bundle,$89.97,,USD,4.4,382,https://www.amazon.com/dp/B09D2ZJLLV,https://m.media-amazon.com/images/I/81mSmwBj5vL._AC_UY654_FMwebp_QL65_.jpg,14,$79.00,False,False,True,,False,700+ bought in past month,"FREE delivery Tue, Sep 24",False,,,
B0BZG31S2R,"Panasonic Cordless Phone with Answering Machine, Link2Cell Bluetooth, Voice Assistant and Advanced Call Blocking, Expandable System with 4 Handsets - KX-TGD864W (White)",$99.99,$119.99,USD,4.4,1332,https://www.amazon.com/dp/B0BZG31S2R,https://m.media-amazon.com/images/I/71EwYZ1t6BL._AC_UY654_FMwebp_QL65_.jpg,7,$46.20,False,False,True,,False,1K+ bought in past month,"FREE delivery Tue, Sep 24",False,,,
B0CMDRFVTL,"SAMSUNG Galaxy S24 Cell Phone, 256GB AI Smartphone, Unlocked Android, 50MP Camera, Fastest Processor, Long Battery Life, US Version, 2024, Cobalt Violet",$859.99,,USD,4.4,424,https://www.amazon.com/dp/B0CMDRFVTL,https://m.media-amazon.com/images/I/716UvwH-NvL._AC_UY654_FMwebp_QL65_.jpg,2,$724.02,False,False,True,,True,100+ bought in past month,"FREE delivery Tue, Sep 24",True,,,
B0CTW8TXGH,Tracfone | Motorola Moto g Play 2024 | Locked | 64GB | 5000mAh Battery | 50MP Quad Pixel Camera | 6.5-in. HD+ 90Hz Display | Sapphire Blue,$49.99,,USD,4.3,49,https://www.amazon.com/dp/B0CTW8TXGH,https://m.media-amazon.com/images/I/71CxUvG46rL._AC_UY654_FMwebp_QL65_.jpg,1,$49.99,False,False,True,,False,500+ bought in past month,"FREE delivery Tue, Sep 24",False,,,
B0CCSZZGT7,"TracFone Motorola Moto g Play, 32GB, Black - Prepaid Smartphone (Locked)",$49.99,,USD,4,265,https://www.amazon.com/dp/B0CCSZZGT7,https://m.media-amazon.com/images/I/71pGGUaxezL._AC_UY654_FMwebp_QL65_.jpg,1,$49.99,False,False,True,,False,400+ bought in past month,"FREE delivery Tue, Sep 24",False,,,
B00839N5O8,VTech CS6649 Expandable Corded/Cordless Phone System with Answering System-Caller ID/Call Waiting &amp; Handset/Base Speakerphones,$54.95,,USD,4.3,7887,https://www.amazon.com/dp/B00839N5O8,https://m.media-amazon.com/images/I/61dT08rb0CL._AC_UY654_FMwebp_QL65_.jpg,2,$36.84,False,False,True,,False,500+ bought in past month,"FREE delivery Tue, Sep 24",False,,,Save $4.00 with coupon
B0CV1FCLLR,"Motorola Moto G14 Dual SIM (2023) 4G LTE (4/128GB) 6.5&quot;&quot; IPS LDC Display | Android 13 | 50MP Rear Camera | 5000mAh Battery | International Model - (Steel Gray), XT2341-2",$103.12,$149.99,USD,3.8,37,https://www.amazon.com/dp/B0CV1FCLLR,https://m.media-amazon.com/images/I/61TtGkw5IFL._AC_UY654_FMwebp_QL65_.jpg,7,$102.96,False,False,True,Only 6 left in stock - order soon.,False,400+ bought in past month,"FREE delivery Wed, Oct 2 Only 6 left in stock - order soon.",True,,,
B0CQ5JGH2Y,"OnePlus 12,16GB RAM+512GB,Dual-SIM,Unlocked Android Smartphone,Supports 50W Wireless Charging,Latest Mobile Processor,Advanced Hasselblad Camera,5400 mAh Battery,2024,Flowy Emerald",$799.99,$899.99,USD,4.5,506,https://www.amazon.com/dp/B0CQ5JGH2Y,https://m.media-amazon.com/images/I/711F6T6aySL._AC_UY654_FMwebp_QL65_.jpg,2,$715.67,False,False,True,,False,400+ bought in past month,"FREE delivery Tue, Sep 24",False,,,
B0CTBCDCDH,Samsung Galaxy A05s A057M 128GB Dual-SIM GSM Unlocked Android Smartphone (Latin America Version) - Light Violet,$117.90,,USD,4.2,62,https://www.amazon.com/dp/B0CTBCDCDH,https://m.media-amazon.com/images/I/21f9A+OzosL._AC_UY365_FMwebp_QL65_.jpg,1,$117.90,False,False,True,,False,200+ bought in past month,"FREE delivery Tue, Sep 24",False,,,
B000050FZP,"AT&amp;T 210 Basic Trimline Corded Phone, No AC Power Required, Wall-Mountable, White",$15.95,$18.86,USD,4.2,19530,https://www.amazon.com/dp/B000050FZP,https://m.media-amazon.com/images/I/610brW3Dn7L._AC_UY654_FMwebp_QL65_.jpg,49,$8.61,False,False,True,,False,1K+ bought in past month,"FREE delivery Thu, Sep 26 on $35 of items shipped by AmazonOr fastest delivery Tue, Sep 24",False,,,
B09R1RKWPM,"AT&amp;T TRIMLINE 210 Corded Home Phone, No AC Power Required, Improved Easy-Wall-Mount, Lighted Big Button Keypad, 13 SpeedDial Keys, Last Number Redial, Mute, Flash, Volume Control, Beige",$16.14,$16.95,USD,4.3,2962,https://www.amazon.com/dp/B09R1RKWPM,https://m.media-amazon.com/images/I/61CGjxg6HXL._AC_UY654_FMwebp_QL65_.jpg,3,$9.65,False,False,True,,False,1K+ bought in past month,"FREE delivery Tue, Sep 24 on $35 of items shipped by Amazon",False,,,
B0BNMD2NLP,"AT&amp;T GL2101 DECT 6.0 Cordless Home Phone with Call Block, Caller ID, Full-Duplex Handset Speakerphone, 2&quot; White Backlit Display, Lighted Keypad (Graphite &amp; Black)",$24.95,,USD,4.4,1293,https://www.amazon.com/dp/B0BNMD2NLP,https://m.media-amazon.com/images/I/71e9iBrRQ2L._AC_UY654_FMwebp_QL65_.jpg,3,$14.85,False,False,True,,False,300+ bought in past month,"FREE delivery Tue, Sep 24 on $35 of items shipped by Amazon",False,,,
B0BBWDM8MC,"Nokia G100 | Verizon, T-Mobile, AT&amp;T | Android 12 | Unlocked Smartphone | 3-Day Battery | US Version | 4/128GB | 6.52-Inch Screen | 13MP Triple Camera | Polar Night",$99.99,,USD,3.3,172,https://www.amazon.com/dp/B0BBWDM8MC,https://m.media-amazon.com/images/I/716nsPtlrJL._AC_UY654_FMwebp_QL65_.jpg,2,$56.08,False,False,True,,False,100+ bought in past month,"FREE delivery Tue, Sep 24",False,,,
B0D3LB85H2,"DOOGEE S118 4G Rugged Smartphone Unlocked,MTK G99 Android 14 20GB+512GB Waterproof Cell Phone, 6.58&quot; FHD+ 120Hz,10800mAh+ 33W,50MP Rear+32MP Front Rugged Phone, Dual SIM/OTG/GPS/NFC Black",$299.99,,USD,3.8,31,https://www.amazon.com/dp/B0D3LB85H2,https://m.media-amazon.com/images/I/81JcijO3wXL._AC_UY654_FMwebp_QL65_.jpg,1,$299.99,False,False,True,,False,,"FREE delivery Tue, Sep 24",True,,,
B0CRWKVZVP,"SAMSUNG Galaxy A15 5G 128GB, 6.5&quot;, GSM Unlocked, International Model A156M/DSN (Blue Black)",$159.99,,USD,4.1,89,https://www.amazon.com/dp/B0CRWKVZVP,https://m.media-amazon.com/images/I/51mRnMaCDpL._AC_UY654_FMwebp_QL65_.jpg,6,$127.70,False,False,True,Only 8 left in stock - order soon.,False,500+ bought in past month,"FREE delivery Tue, Sep 24 Only 8 left in stock - order soon.",False,,,
B0CN1Q2X3B,"SAMSUNG Galaxy A25 5G A Series Cell Phone, 128GB Unlocked Android Smartphone, AMOLED Display, Advanced Triple Camera System, Expandable Storage, Stereo Speakers, US Version, 2024, Black",$249.99,$299.99,USD,3.4,262,https://www.amazon.com/dp/B0CN1Q2X3B,https://m.media-amazon.com/images/I/41a8kDOGxJL._AC_UY654_FMwebp_QL65_.jpg,2,$164.31,False,False,True,,False,500+ bought in past month,"FREE delivery Tue, Sep 24",False,,,
B0CRWT7WF1,Samsung Galaxy A05 A055M 64GB Dual-SIM GSM Unlocked Android Smartphone (Latin America Version) - Black,$98.00,$118.97,USD,4,115,https://www.amazon.com/dp/B0CRWT7WF1,https://m.media-amazon.com/images/I/61UjBLFlH2L._AC_UY654_FMwebp_QL65_.jpg,14,$95.97,False,False,True,,False,500+ bought in past month,"FREE delivery Tue, Sep 24",False,,,
B07ZHPCJW3,OnePlus 7T 8GB RAM 128GB ROM US Model HD1905 Factory Unlocked 6.55 inch AMOLED 90Hz Display Dual SIM Frosted Silver US Warranty,,,,3.8,20,https://www.amazon.com/dp/B07ZHPCJW3,https://m.media-amazon.com/images/I/51JblElN2dL._AC_UY654_FMwebp_QL65_.jpg,1,,False,False,False,,False,,,False,,,
B07VCB7P1L,Kyocera DuraForce Pro 2 with Sapphire Shield E6910 Black - Verizon (Renewed),$72.25,$91.00,USD,3.5,381,https://www.amazon.com/dp/B07VCB7P1L,https://m.media-amazon.com/images/I/51EEqX7-vrL._AC_UY654_FMwebp_QL65_.jpg,7,$64.30,False,False,True,,True,50+ bought in past month,"FREE delivery Tue, Sep 24",False,,,
B084KS5WYC,Samsung Galaxy A10e 32GB A102U GSM Unlocked Phone - Black (Renewed),$69.07,$77.00,USD,3.9,3440,https://www.amazon.com/dp/B084KS5WYC,https://m.media-amazon.com/images/I/71Eh6YWqqyL._AC_UY654_FMwebp_QL65_.jpg,26,$68.95,False,False,False,,True,500+ bought in past month,"FREE delivery Sat, Sep 21",False,,,
B0CNL663BM,Apple iPhone 8 64GB Unlocked - Gray,$120.00,$139.00,USD,4.1,269,https://www.amazon.com/dp/B0CNL663BM,https://m.media-amazon.com/images/I/51kMHp1BeHL._AC_UY654_FMwebp_QL65_.jpg,10,$89.99,False,False,False,,False,1K+ bought in past month,"FREE delivery Sat, Sep 21",False,,,
B08NFCZGJF,"Samsung Galaxy A01 SM-A015A 16GB 5.7” Single-SIM Android Smartphone (Renewed) (Black, GSM Unlocked)",$68.00,,USD,3.8,310,https://www.amazon.com/dp/B08NFCZGJF,https://m.media-amazon.com/images/I/71VRZKp4dEL._AC_UY654_FMwebp_QL65_.jpg,2,$67.89,False,False,True,Only 20 left in stock - order soon.,True,100+ bought in past month,"FREE delivery Tue, Sep 24 Only 20 left in stock - order soon.",False,,,
B092499CS7,"AT&amp;T CL82267 DECT 6.0 2-Handset Cordless Phone for Home with Answering Machine, Call Blocking, Caller ID Announcer, Intercom and Long Range, Black &amp; Wood Grain Finish",$46.49,$65.95,USD,4.3,7573,https://www.amazon.com/dp/B092499CS7,https://m.media-amazon.com/images/I/81lzanxrOVS._AC_UY654_FMwebp_QL65_.jpg,2,$32.72,False,False,True,,False,300+ bought in past month,"FREE delivery Tue, Sep 24",False,,,
B0D79Z15XR,Samsung Galaxy A15 5G + 4G LTE (256GB + 8GB) Unlocked (T-Mobile Mint Tello &amp; Global) SM-A156M/DSN Dual Sim Warranty Latin America 6.5&quot; 50MP Triple + (15W Wall Charger) (Blue/Black 1 Year Latin),$174.99,,USD,,0,https://www.amazon.com/dp/B0D79Z15XR,https://m.media-amazon.com/images/I/51DE5TgJXIL._AC_UY654_FMwebp_QL65_.jpg,1,$174.99,False,False,True,Only 8 left in stock - order soon.,False,,"FREE delivery Fri, Sep 27 Only 8 left in stock - order soon.",False,,,
B0CF2PV74C,Motorola Moto G54 Dual-SIM 256GB ROM + 8GB RAM (Only GSM | No CDMA) Factory Unlocked 5G Smartphone (Midnight Blue) - International Version,$154.98,$177.00,USD,4.4,1073,https://www.amazon.com/dp/B0CF2PV74C,https://m.media-amazon.com/images/I/71hK54VMakL._AC_UY654_FMwebp_QL65_.jpg,6,$139.50,False,False,True,,False,200+ bought in past month,"FREE delivery Tue, Sep 24",False,,,
B0CGTKM9WC,"Google Pixel 8 - Unlocked Android Smartphone with Advanced Pixel Camera, 24-Hour Battery, and Powerful Security - Hazel - 128 GB",$499.00,$699.00,USD,4.3,2391,https://www.amazon.com/dp/B0CGTKM9WC,https://m.media-amazon.com/images/I/71SfoZu9a3L._AC_UY654_FMwebp_QL65_.jpg,5,$475.00,False,False,True,,True,400+ bought in past month,"FREE delivery Tue, Sep 24",True,,,
B0CXTBZWQH,"DOOGEE N55 Android 14 Cell Phone,9GB+128GB Expandable 1TB Android Phone,6.56&quot; HD+ 90Hz Unlocked Cell Phone,5150mAh Battery,13MP+8MP,Dual SIM 4G Phone,Face Unlock,OTG/T-Mobile",$139.99,,USD,4.4,48,https://www.amazon.com/dp/B0CXTBZWQH,https://m.media-amazon.com/images/I/71xfmU2QJaL._AC_UY654_FMwebp_QL65_.jpg,1,$139.99,False,False,True,,False,50+ bought in past month,"FREE delivery Tue, Sep 24",False,,,
B09VD33WHW,Samsung Galaxy S22 Ultra 5G Unlocked - 128GB - Black (Renewed),$389.00,,USD,3.9,3876,https://www.amazon.com/dp/B09VD33WHW,https://m.media-amazon.com/images/I/613Fp7fknhL._AC_UY654_FMwebp_QL65_.jpg,34,$339.00,False,False,False,,False,1K+ bought in past month,"FREE delivery Sep 23 - 24 Or fastest delivery Tomorrow, Sep 20",True,,,
